text,contextual_chunk
"{'event_name': 'Homefront and Frontlines: Women and the Impact of War', 'date': 'Oct 27, 2024', 'description': 'Community Homefront and Frontlines: Women and the Impact of War  Join the History Center and the Veterans Breakfast Club for a storytelling event honoring the strength and sacrifice of women during war time, from the battlefield to the home front. READ MORE', 'time': '2:00 pm - 4:00 pm'}",A storytelling event honoring women's contributions during wartime.
"{'event_name': 'Lucky Draw', 'date': 'Oct 27, 2024', 'description': 'Entertainment Lucky Draw  Arcade Comedy Theater presents “Lucky Draw” an improv comedy show where half of the cast is drawn at random! Each show, Arcade Academy students and team members drop their names into box at the start of the night. Throughout the evening, the hosts will be playing short form games and doing a long-form set that mixes up these performers alongside special guests, teachers, and coaches from the Arcade community. READ MORE', 'time': '7:30 pm - 9:30 pm'}","Entertainment Lucky Draw, an improv comedy show featuring Arcade Academy students and team members, takes place at 7:30 pm - 9:30 pm."
"{'event_name': 'Pittsburgh Steelers vs. New York Giants', 'date': 'Oct 28, 2024', 'description': 'Outdoor, Sports + Recreation Pittsburgh Steelers vs. New York Giants  The Pittsburgh Steelers take on the 2024 NFL Regular Season Football action at Acrisure Stadium. READ MORE', 'time': '8:00 pm - 11:30 pm'}","Outdoor, Sports + Recreation game between Pittsburgh Steelers and New York Giants on October 28, 2024 at Acrisure Stadium."
"{'event_name': 'Pittsburgh Steelers vs. New York Giants', 'date': 'Oct 28, 2024', 'description': 'Entertainment, Sports + Recreation Pittsburgh Steelers vs. New York Giants  The Pittsburgh Steelers take on the in 2024 NFL Regular Season Football action at Acrisure Stadium. READ MORE', 'time': '8:00 pm - 11:30 pm'}","Pittsburgh Steelers vs. New York Giants NFL game on October 28, 2024, at Acrisure Stadium."
"{'event_name': 'Storytime Spotlight', 'date': 'Oct 29, 2024', 'description': 'Arts + Culture, Family, Free event, Online & Virtual Events Storytime Spotlight  Storytime Spotlight is an educational series presented by the August Wilson African American Cultural Center that introduces young children to books that features stories, songs, rhymes, and fingerplays. READ MORE', 'time': '6:30 pm - 7:30 pm'}","Storytime Spotlight is an educational series introducing children to books featuring stories, songs, rhymes, and fingerplays."
"{'event_name': 'Storytime Spotlight', 'date': 'Dec 17, 2024', 'description': 'Arts + Culture, Family, Free event, Online & Virtual Events Storytime Spotlight  Storytime Spotlight is an educational series presented by the August Wilson African American Cultural Center that introduces young children to books that features stories, songs, rhymes, and fingerplays. READ MORE', 'time': '6:30 pm - 7:30 pm'}","Storytime Spotlight is an educational series introducing children to stories, songs, rhymes, and fingerplays."
"{'event_name': 'Penguins vs. Wild', 'date': 'Oct 29, 2024', 'description': 'Sports + Recreation Penguins vs. Wild  Come cheer on the Penguins as they take on the Wild at PPG Paints Arena! READ MORE', 'time': '7:30 pm - 10:30 pm'}","Penguins vs. Wild game scheduled for October 29, 2024 at PPG Paints Arena."
"{'event_name': ""NACADA's 2024 Annual Conference"", 'description': ""Convention NACADA's 2024 Annual Conference  NACADA promotes and supports quality academic advising in institutions of higher education to enhance the educational development of students. READ MORE"", 'date': 'Oct 27, 2024 - Oct 30, 2024'}",NACADA's 2024 Annual Conference will take place from October 27 to October 30.
"{'date': 'Oct 27, 2024 - Oct 30, 2024', 'description': 'NACADA promotes and supports quality academic advising in institutions of higher education to enhance the educational development of students.', 'category': 'Convention', 'venue': 'David L. Lawrence Convention Center 1000 Fort Duquesne Blvd Pittsburgh, PA 15222', 'more_details': 'NACADA promotes and supports quality academic advising in institutions of higher education to enhance the educational development of students. NACADA provides a forum for discussion, debate, and the exchange of ideas pertaining to academic advising through numerous activities and publications. NACADA also serves as an advocate for effective academic advising by providing a Consulting and Speaker Service and funding for Research related to academic advising. Attendees are on their own for lunch and dinner each day during the event. Lunch options will be available for purchase at the David L. Lawrence Convention Center but attendees will have a break between 11:30 a.m. - 1:30 p.m. on Monday and Tuesday to dine at nearby restaurants.', 'event_name': ""NACADA's 2024 Annual Conference""}",NACADA's 2024 Annual Conference is a convention promoting and supporting quality academic advising in higher education institutions.
"{'event_name': 'Creative Conversations — & Juliet', 'date': 'Oct 30, 2024', 'description': 'Arts + Culture, Entertainment Creative Conversations — & Juliet  Join Trust Arts Education for a pre-show chat on Wednesday nights with members from the company (schedule permitting) hosted by local theatre professionals to learn insights into the show you can’t find in your playbill. READ MORE', 'time': '6:30 pm - 7:30 pm'}","Creative Conversations — & Juliet is an Arts + Culture event hosted by Trust Arts Education, featuring pre-show chats with members of the company, led by local theatre professionals, on Wednesdays."
"{'event_name': 'Día de los Muertos Lunch Event', 'date': 'Oct 30, 2024', 'description': 'Community Día de los Muertos Lunch Event  Celebrate the flavors of Mexican and Latin cuisine with a food truck round-up featuring local vendors. Enjoy delicious tacos, tamales, and more while being serenaded by Mariachi International’s live music, bringing the heart of the celebration to life through music and food. READ MORE', 'time': '12:00 pm - 1:30 pm'}","A community Día de los Muertos lunch event featuring Mexican and Latin cuisine, live music, and food trucks."
"{'event_name': 'Penguins vs. Ducks', 'date': 'Oct 31, 2024', 'description': 'Sports + Recreation Penguins vs. Ducks  Come cheer on the Penguins as they take on the Ducks at PPG Paints Arena! READ MORE', 'time': '7:00 pm - 10:00 pm'}","Penguins vs. Ducks game scheduled for October 31, 2024 at PPG Paints Arena."
"{'event_name': 'Trick-or-Treat at Museum of Illusions', 'description': 'Community, Family Trick-or-Treat at Museum of Illusions  From Monday, October 28 to Thursday, October 31, 2024, kids can get a head start on trick-or-treating at the Museum during regular operating hours. READ MORE', 'date': 'Oct 28, 2024 - Oct 31, 2024'}","Community, Family Trick-or-Treat at Museum of Illusions from Oct 28 to Oct 31, 2024."
"{'date': 'Oct 28, 2024 - Oct 31, 2024', 'description': 'From Monday, October 28 to Thursday, October 31, 2024, kids can get a head start on trick-or-treating at the Museum during regular operating hours.', 'category': 'Community,, Family', 'venue': 'Museum of Illusions 267 N Shore Dr Pittsburgh, PA 15212', 'more_details': 'While MOI is known for their tricks, they also want to treat guests. From Monday, October 28 to Thursday, October 31, 2024, kids can get a head start on trick-or-treating at the Museum during regular operating hours. And don’t forget the tricks! Fan-favorite illusions like Head on a Plate, Ames Room, the Vortex Tunnel, and more will have guests wondering what’s real and what’s not. It’s the perfect destination for families looking to treat their kids to some tricks that aren’t too scary during this fright-filled season.', 'event_name': 'Trick-or-Treat at Museum of Illusions'}","Kids can get a head start on trick-or-treating at the Museum of Illusions during regular operating hours from October 28 to October 31, 2024."
"{'event_name': 'Pennsylvania Bridal & Wedding Expo', 'date': 'Nov 03, 2024', 'description': 'Convention Pennsylvania Bridal & Wedding Expo  Planning a wedding? Come out to the Pennsylvania Bridal and Wedding Expo where professionals and wedding experts are ready to make your wedding an unforgettable experience. Take full advantage of the large showcase of dresses, flowers, special foods and drinks, music, and much more! READ MORE'}",Convention Pennsylvania Bridal & Wedding Expo: A venue for planning unforgettable weddings with a wide range of products and services.
"{'event_name': 'Pennsylvania Bridal & Wedding Expo', 'date': 'Nov 03, 2024', 'description': 'Planning a wedding? Come out to the Pennsylvania Bridal and Wedding Expo where professionals and wedding experts are ready to make your wedding an unforgettable experience. Take full advantage of the large showcase of dresses, flowers, special foods and drinks, music, and much more!'}","The Pennsylvania Bridal & Wedding Expo is an event where professionals and experts showcase dresses, flowers, food, drinks, and other wedding-related items for a memorable experience."
"{'event_name': 'Build On', 'description': 'Convention Build On  You cannot afford to miss “BUILD ON”, an event geared towards students in 7th - 12th grade and designed to facilitate a wide array of career development opportunities. READ MORE', 'date': 'Nov 2, 2024 - Nov 3, 2024'}",Build On is a convention for students in grades 7-12 to explore career development opportunities.
"{'date': 'Nov 2, 2024 - Nov 3, 2024', 'description': 'You cannot afford to miss “BUILD ON”, an event geared towards students in 7th - 12th grade and designed to facilitate a wide array of career development opportunities.', 'category': 'Convention', 'venue': 'David L. Lawrence Convention Center 1000 Fort Dusquene Boulevard Pittsburgh, PA 15222', 'more_details': '', 'event_name': 'Build On'}","""Build On"" is a convention for students in grades 7-12 focused on career development opportunities."
"{'event_name': '& Juliet', 'description': 'Arts + Culture & Juliet  Created by the Emmy®-winning writer from “Schitt’s Creek,” this hilarious new musical flips the script on the greatest love story ever told. READ MORE', 'date': 'Oct 29, 2024 - Nov 3, 2024'}","Juliet, a new musical comedy based on the classic love story, runs from October 29 to November 3, 2024."
